Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
04-09-17,2017,9,4,,25.7,,14.8,,20.3,,0,,2.3,,,M,,M,4.4,,,,,M,,M
05-09-17,2017,9,5,,20.9,,13.8,,17.4,,0.6,,0,,,M,,M,7.2,,,,,M,,M
06-09-17,2017,9,6,,21,,12.4,,16.7,,1.3,,0,,,M,,M,0,,,,,M,,M
07-09-17,2017,9,7,,19,,11.5,,15.3,,2.7,,0,,,M,,M,5.2,,,,,M,,M
08-09-17,2017,9,8,,18.8,,11.1,,15,,3,,0,,,M,,M,0,,,,,M,,M
09-09-17,2017,9,9,,18.5,,8.8,,13.7,,4.3,,0,,,M,,M,0,,,,,M,,M
10-09-17,2017,9,10,,19.1,,10.7,,14.9,,3.1,,0,,,M,,M,0,,,,,M,,M
11-09-17,2017,9,11,,22.1,,10,,16.1,,1.9,,0,,,M,,M,0,,,,,M,,M
12-09-17,2017,9,12,,23.1,,12.4,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
13-09-17,2017,9,13,,24.5,,13.8,,19.2,,0,,1.2,,,M,,M,0,,,,,M,,M
14-09-17,2017,9,14,,26.3,,16.5,,21.4,,0,,3.4,,,M,,M,0,,,,,M,,M
15-09-17,2017,9,15,,25.3,,17.8,,21.6,,0,,3.6,,,M,,M,0,,,,,M,,M
16-09-17,2017,9,16,,26.2,,17,,21.6,,0,,3.6,,,M,,M,0,,,,,M,,M
17-09-17,2017,9,17,,26.7,,17.2,,22,,0,,4,,,M,,M,0,,,,,M,,M
18-09-17,2017,9,18,,26.6,,18.2,,22.4,,0,,4.4,,,M,,M,0,,,,,M,,M
19-09-17,2017,9,19,,26,,20.1,,23.1,,0,,5.1,,,M,,M,0,,,,,M,,M
20-09-17,2017,9,20,,24.6,,19.1,,21.9,,0,,3.9,,,M,,M,0,,,,,M,,M
21-09-17,2017,9,21,,26.8,,17.8,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
22-09-17,2017,9,22,,26.1,,18.4,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
23-09-17,2017,9,23,,30.6,,18.2,,24.4,,0,,6.4,,,M,,M,0,,,,,M,,M
24-09-17,2017,9,24,,31.7,,21.2,,26.5,,0,,8.5,,,M,,M,0,,,,,M,,M
25-09-17,2017,9,25,,31.5,,20.8,,26.2,,0,,8.2,,,M,,M,0,,,,,M,,M
26-09-17,2017,9,26,,31.1,,21.5,,26.3,,0,,8.3,,,M,,M,0,,,,,M,,M
27-09-17,2017,9,27,,29.6,,14.8,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
28-09-17,2017,9,28,,19,,10.5,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
29-09-17,2017,9,29,,18.1,,9.5,,13.8,,4.2,,0,,,M,,M,2.4,,,,,M,,M
30-09-17,2017,9,30,,15.4,,7,,11.2,,6.8,,0,,,M,,M,0,,,,,M,,M
01-10-17,2017,10,1,,17,,6.1,,11.6,,6.4,,0,,,M,,M,0,,,,,M,,M
02-10-17,2017,10,2,,18.6,,9.4,,14,,4,,0,,,M,,M,0,,,,,M,,M
03-10-17,2017,10,3,,23.6,,11.4,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
04-10-17,2017,10,4,,24.6,,13.3,,19,,0,,1,,,M,,M,2.6,,,,,M,,M
05-10-17,2017,10,5,,22.4,,10.8,,16.6,,1.4,,0,,,M,,M,0,,,,,M,,M
06-10-17,2017,10,6,,19.7,,14.3,,17,,1,,0,,,M,,M,0.5,,,,,M,,M
07-10-17,2017,10,7,,24.7,,17.4,,21.1,,0,,3.1,,,M,,M,5,,,,,M,,M
08-10-17,2017,10,8,,24.5,,17.4,,21,,0,,3,,,M,,M,0,,,,,M,,M
09-10-17,2017,10,9,,21.7,,14.6,,18.2,,0,,0.2,,,M,,M,12.5,,,,,M,,M
10-10-17,2017,10,10,,23.7,,12.7,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
11-10-17,2017,10,11,,14.2,,8,,11.1,,6.9,,0,,,M,,M,0.9,,,,,M,,M
12-10-17,2017,10,12,,15.4,,9.1,,12.3,,5.7,,0,,,M,,M,0,,,,,M,,M
13-10-17,2017,10,13,,18.8,,14.7,,16.8,,1.2,,0,,,M,,M,0,,,,,M,,M
14-10-17,2017,10,14,,18.9,,14.2,,16.6,,1.4,,0,,,M,,M,7.4,,,,,M,,M
15-10-17,2017,10,15,,23.7,,8.2,,16,,2,,0,,,M,,M,4.7,,,,,M,,M
16-10-17,2017,10,16,,9.9,,4.9,,7.4,,10.6,,0,,,M,,M,0,,,,,M,,M
17-10-17,2017,10,17,,19,,4.3,,11.7,,6.3,,0,,,M,,M,0,,,,,M,,M
18-10-17,2017,10,18,,20.9,,9.9,,15.4,,2.6,,0,,,M,,M,0,,,,,M,,M
19-10-17,2017,10,19,,20.9,,10.5,,15.7,,2.3,,0,,,M,,M,0,,,,,M,,M
20-10-17,2017,10,20,,19.5,,8.8,,14.2,,3.8,,0,,,M,,M,0,,,,,M,,M
21-10-17,2017,10,21,,20.8,,10.5,,15.7,,2.3,,0,,,M,,M,0,,,,,M,,M
22-10-17,2017,10,22,,22.7,,11.4,,17.1,,0.9,,0,,,M,,M,0,,,,,M,,M
23-10-17,2017,10,23,,19.3,,15,,17.2,,0.8,,0,,,M,,M,8.8,,,,,M,,M
24-10-17,2017,10,24,,16.6,,10.2,,13.4,,4.6,,0,,,M,,M,0.9,,,,,M,,M
25-10-17,2017,10,25,,11.9,,5.6,,8.8,,9.2,,0,,,M,,M,0,,,,,M,,M
26-10-17,2017,10,26,,11.4,,3.9,,7.7,,10.3,,0,,,M,,M,0,,,,,M,,M
27-10-17,2017,10,27,,14.5,,5.2,,9.9,,8.1,,0,,,M,,M,0,,,,,M,,M
28-10-17,2017,10,28,,13.4,,4.9,,9.2,,8.8,,0,,,M,,M,5.9,,,,,M,,M
29-10-17,2017,10,29,,8.8,,4.9,,6.9,,11.1,,0,,,M,,M,0,,,,,M,,M
30-10-17,2017,10,30,,,M,5.9,E,,M,,M,,M,,M,,M,,M,,,,M,,M
31-10-17,2017,10,31,,8.5,,5,,6.8,,11.2,,0,,,M,,M,0,,,,,M,,M
01-11-17,2017,11,1,,7.7,,4.8,,6.3,,11.7,,0,,,M,,M,0.9,,,,,M,,M
02-11-17,2017,11,2,,14.7,,6.7,,10.7,,7.3,,0,,,M,,M,8.5,,0,T,,M,,M
03-11-17,2017,11,3,,11.8,,4.6,,8.2,,9.8,,0,,,M,,M,1.4,,,,,M,,M
04-11-17,2017,11,4,,7.6,,3.7,,5.7,,12.3,,0,,,M,,M,0.4,,,,,M,,M
05-11-17,2017,11,5,,15,,7.5,,11.3,,6.7,,0,,,M,,M,15.7,,,,,M,,M
06-11-17,2017,11,6,,12.7,,4.9,,8.8,,9.2,,0,,,M,,M,0,,,,,M,,M
07-11-17,2017,11,7,,,M,4,E,,M,,M,,M,,M,,M,,M,,,,M,,M
08-11-17,2017,11,8,,8.9,,1,,5,,13,,0,,,M,,M,0,,,,,M,,M
09-11-17,2017,11,9,,8.9,,-3.5,,2.7,,15.3,,0,,,M,,M,0,,,,,M,,M
10-11-17,2017,11,10,,-3.5,,-9.3,,-6.4,,24.4,,0,,,M,,M,0.2,,,,,M,,M
11-11-17,2017,11,11,,2.6,,-6.2,,-1.8,,19.8,,0,,,M,,M,0,,,,,M,,M
12-11-17,2017,11,12,,5.9,,2.5,,4.2,,13.8,,0,,,M,,M,1.4,,,,,M,,M
13-11-17,2017,11,13,,6.1,,2.5,,4.3,,13.7,,0,,,M,,M,0.3,,,,,M,,M
14-11-17,2017,11,14,,7,,4.1,,5.6,,12.4,,0,,,M,,M,0,,,,,M,,M
15-11-17,2017,11,15,,8.1,,3.9,,6,,12,,0,,,M,,M,2.8,,,,,M,,M
16-11-17,2017,11,16,,8.3,,0.1,,4.2,,13.8,,0,,,M,,M,0.3,,,,,M,,M
17-11-17,2017,11,17,,4,,-1.9,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
18-11-17,2017,11,18,,8.3,,2.8,,5.6,,12.4,,0,,,M,,M,17.8,,,,,M,,M
19-11-17,2017,11,19,,4.8,,-1,,1.9,,16.1,,0,,,M,,M,0.6,,,,,M,,M
20-11-17,2017,11,20,,6.6,,-0.2,,3.2,,14.8,,0,,,M,,M,0,,,,,M,,M
21-11-17,2017,11,21,,11.9,,3.6,,7.8,,10.2,,0,,,M,,M,0,,,,,M,,M
22-11-17,2017,11,22,,3.9,,-1.5,,1.2,,16.8,,0,,,M,,M,0,,,,,M,,M
23-11-17,2017,11,23,,4.1,,-0.3,,1.9,,16.1,,0,,,M,,M,0,,,,,M,,M
24-11-17,2017,11,24,,9.8,,2.3,,6.1,,11.9,,0,,,M,,M,0,,,,,M,,M
25-11-17,2017,11,25,,10.8,,2.1,,6.5,,11.5,,0,,,M,,M,0.8,,,,,M,,M
26-11-17,2017,11,26,,4.3,,0.2,,2.3,,15.7,,0,,,M,,M,0,,,,,M,,M
27-11-17,2017,11,27,,,M,1.3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
28-11-17,2017,11,28,,15,,1.8,,8.4,,9.6,,0,,,M,,M,0,,0,T,,M,,M
29-11-17,2017,11,29,,11.6,,1.7,,6.7,,11.3,,0,,,M,,M,0,,,,,M,,M
30-11-17,2017,11,30,,7.2,,2.3,,4.8,,13.2,,0,,,M,,M,1.9,,,,,M,,M
01-12-17,2017,12,1,,7.8,,3.7,,5.8,,12.2,,0,,,M,,M,0,,1,,,M,,M
02-12-17,2017,12,2,,8,,2.2,,5.1,,12.9,,0,,,M,,M,0,,1,,,M,,M
03-12-17,2017,12,3,,7.8,,2,,4.9,,13.1,,0,,,M,,M,0,,1,,,M,,M
04-12-17,2017,12,4,,10.8,,3,,6.9,,11.1,,0,,,M,,M,2.4,,1,,,M,,M
05-12-17,2017,12,5,,10.7,,0.6,,5.7,,12.3,,0,,,M,,M,5.6,,,,,M,,M
06-12-17,2017,12,6,,3.4,,-1.3,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
07-12-17,2017,12,7,,1.1,,-2.2,,-0.6,,18.6,,0,,,M,,M,0,,,,,M,,M
08-12-17,2017,12,8,,1.2,,-2.7,,-0.8,,18.8,,0,,,M,,M,0,,,,,M,,M
09-12-17,2017,12,9,,1.9,,-1.7,,0.1,,17.9,,0,,,M,,M,0,,,,,M,,M
10-12-17,2017,12,10,,-0.7,,-3.2,,-2,,20,,0,,,M,,M,0,,,,,M,,M
11-12-17,2017,12,11,,-1.5,,-6.7,,-4.1,,22.1,,0,,,M,,M,3.1,,,,,M,,M
12-12-17,2017,12,12,,-1.4,,-11.4,,-6.4,,24.4,,0,,,M,,M,3.7,,8,,,M,,M
13-12-17,2017,12,13,,-6.6,,-13.1,,-9.9,,27.9,,0,,,M,,M,0.2,,6,,,M,,M
14-12-17,2017,12,14,,-5.6,,-14.1,,-9.9,,27.9,,0,,,M,,M,0.2,,5,,,M,,M
15-12-17,2017,12,15,,-3,,-9.8,,-6.4,,24.4,,0,,,M,,M,0.5,,5,,,M,,M
16-12-17,2017,12,16,,-3.1,,-8.2,,-5.7,,23.7,,0,,,M,,M,0,,7,,,M,,M
17-12-17,2017,12,17,,-5.4,,-11.3,,-8.4,,26.4,,0,,,M,,M,0.2,,6,,,M,,M
18-12-17,2017,12,18,,4.7,,-5.9,,-0.6,,18.6,,0,,,M,,M,2.6,,6,,,M,,M
19-12-17,2017,12,19,,7.4,,2.9,,5.2,,12.8,,0,,,M,,M,0,,1,,,M,,M
20-12-17,2017,12,20,,3.1,,-2.9,,0.1,,17.9,,0,,,M,,M,0,,,,,M,,M
21-12-17,2017,12,21,,-1.8,,-4.7,,-3.3,,21.3,,0,,,M,,M,2.7,,,,,M,,M
22-12-17,2017,12,22,,-1.8,,-5.7,,-3.8,,21.8,,0,,,M,,M,3.4,,5,,,M,,M
23-12-17,2017,12,23,,0.6,,-4.8,,-2.1,,20.1,,0,,,M,,M,3.1,,5,,,M,,M
24-12-17,2017,12,24,,-1.1,,-4.8,,-3,,21,,0,,,M,,M,7.2,,7,,,M,,M
25-12-17,2017,12,25,,-3,,-10.5,,-6.8,,24.8,,0,,,M,,M,1,,16,,,M,,M
26-12-17,2017,12,26,,-10.2,,-14.4,,-12.3,,30.3,,0,,,M,,M,0,,12,,,M,,M
27-12-17,2017,12,27,,-9.9,,-17.9,,-13.9,,31.9,,0,,,M,,M,0,,11,,,M,,M
28-12-17,2017,12,28,,-11.8,,-19.6,,-15.7,,33.7,,0,,,M,,M,0.2,,10,,,M,,M
29-12-17,2017,12,29,,-7.3,,-14.3,,-10.8,,28.8,,0,,,M,,M,1,,10,,,M,,M
30-12-17,2017,12,30,,-6.8,,-18.1,,-12.5,,30.5,,0,,,M,,M,0.2,,10,,,M,,M
31-12-17,2017,12,31,,-13.7,,-20.2,,-17,,35,,0,,,M,,M,0,,11,,,M,,M
